wargear_id|line|name|Range|type|S|AP|D|abilities
3619|1|Demolisher cannon|24|Heavy D6|10|-3|D6|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3620|1|Defiler cannon|72|Heavy D6|8|-2|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3621|1|Twin heavy flamer|12|Heavy 2D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3622|1|Defiler claws|Melee|Melee|x2|-3|D6|
3623|1|Defiler scourge|Melee|Melee|+4|-2|2|Each time the bearer fights, it makes 3 additional attacks with this weapon.
3624|1|Ectoplasma cannon|36|Heavy D3|7|-3|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3625|1|Heavy hades autocannon|48|Heavy 4|8|-2|2|
3626|1|Forgefiend jaws|Melee|Melee|User|-1|2|
3627|1|Magma cutters|6|Assault 2|8|-4|D6+2|
3628|1|Lasher tendrils|Melee|Melee|User|-2|1|Each time the bearer fights, it makes 6 additional attacks with this weapon.
3629|1|Maulerfiend fists|Melee|Melee|x2|-3|D3+3|
3630|1|Heavy bolter|36|Heavy 3|5|-1|2|
3631|1|Lascannon|48|Heavy 1|9|-3|D6|
3632|1|Predator autocannon|48|Heavy 2D3|7|-1|3|
3633|1|Baleflamer|18|Assault 2D3|6|-2|2|Each time an attack is made with this weapon, that attack automatically hits the target.
3634|1|Hades autocannon|36|Heavy 4|8|-2|2|
3635|1|Heldrake claws|Melee|Melee|User|-2|2|Each time an attack made with this weapon is allocated to an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a>, that attack has a Damage characteristic of 4.
3636|1|Mesmeric Stave (melee)|Melee|Melee|x2|-2|3|
3636|2|Mesmeric Stave (ranged)|18|Assault 1|10|-2|D3+3|
3642|1|Perdition’s Edge|Melee|Melee|+3|-2|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 2 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> on the target and the attack sequence ends.
3643|1|Breath of the Throne|12|Assault D3+3|5|-1|2|Each time an attack is made with this weapon, that attack automatically hits the target.
3649|1|Fist of Balthus|Melee|Melee|x2|-3|3|
3650|1|Beastpyre|15|Assault D6|6|-2|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon, that attack automatically hits the target.
3653|1|Auto bolt rifle|24|Assault 3|4|0|1|
3653|2|Flamer|12|Assault D6|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3654|1|Auto bolt rifle|24|Assault 3|4|0|1|
3654|2|Plasma gun (standard)|24|Rapid Fire 1|7|-3|1|
3654|3|Plasma gun (supercharge)|24|Rapid Fire 1|8|-3|2|If any unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.
3655|1|Bolt rifle|30|Rapid Fire 2|5|-1|1|
3655|2|Meltagun|12|Assault 1|8|-4|D6+2|
3656|1|Pyre pistol|12|Pistol D6|3|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3657|1|Pyreblaster|15|Assault D6|4|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3658|1|Attendant thralls’ fists|Melee|Melee|3|0|1|Each time the bearer fights, it makes 2 additional attacks with this weapon and no more than 2 attacks can be made with this weapon.
3659|1|Sword of the Lost Crusader|Melee|Melee|+2|-3|2|Each time an enemy model makes a melee attack against the bearer, subtract 1 from the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
3660|1|Penitent’s Roar|12|Pistol 2|5|-3|2|Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
3661|1|The Black Sword of Sigismund|Melee|Melee|+3|-5|3|
3662|1|Blacktooth|Melee|Melee|+1|0|1|Each time the bearer fights, it makes 2 additional attacks with this weapon. Each time an attack is made with this weapon, if the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> is successful, the target suffers 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> and the attack sequence ends.
3663|1|Blade of Bonding|Melee|Melee|+2|-5|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 2 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> in addition to any normal damage.
3664|1|Novitiate melee weapons|Melee|Melee|+1|0|1|Each time the bearer fights, it makes 1 additional attack with this weapon.
3665|1|Gatekeeper|72|Heavy D6|8|-2|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon against a <span class=kwb>CHAOS</span> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
3666|1|Bastonne’s Sword|Melee|Melee|+2|-3|2|
3667|1|Redemption lascannons|96|Heavy 2|9|-3|D3+3|Each time an attack is made with this weapon against an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
3670|1|Household pistol|12|Pistol 1|5|-3|2|
3674|1|Monomolecular cane-rapier|Melee|Melee|+1|-2|1|Each time the bearer fights, it makes 3 additional attacks with this weapon.
3676|1|Artificer shotgun|18|Assault 2|4|0|2|
3677|1|Lasgun|24|Rapid Fire 1|3|0|1|
3678|1|Laspistol|12|Pistol 1|3|0|1|
3679|1|Voidsman rotor cannon|24|Heavy 4|6|-1|1|
3680|1|Straight Shoota|24|Dakka 14/10|5|-1|1|Each time you select a target forthis weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
3684|1|Kustom grot blasta|12|Dakka 3/2|5|-1|2|
3685|1|Bounca’s jaws|Melee|Melee|6|-2|2|Each time the bearer fights, it makes 3 additional attacks with this weapon and no more than 3 attacks can be made with this weapon. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> on the target and the attack sequence ends.
3686|1|Stikkbombs|6|Grenade D6|3|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3687|1|Paragon spear (shooting)|24|Rapid Fire 1|5|-1|2|
3687|2|Paragon spear (melee)|Melee|Melee|+3|-5|2|
3689|1|Admonimortis (shooting)|24|Rapid Fire 1|5|-1|2|
3689|2|Admonimortis (melee)|Melee|Melee|+3|-3|3|
3691|1|Swiftsilver talon (shooting)|24|Rapid Fire 1|4|-2|2|
3691|2|Swiftsilver talon (melee)|Melee|Melee|+2|-4|2|
3693|1|Raptor blade|Melee|Melee|+3|-4|2|
3694|1|Excruciatus flamer|12|Assault 6|6|-3|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3696|1|Behemor|Melee|Melee|+2|-4|2|Each time an attack is made with this weapon profile against a <span class=kwb>MONSTER</span> or <span class=kwb>VEHICLE</span> unit, an unmodified hit roll of 4+ automatically wounds the target.
3696|2|Hurricanis|Melee|Melee|User|-1|1|Each time an attack is made with this weapon profile, make 2 hit rolls instead of 1.
3696|3|Victus|Melee|Melee|+1|-4|3|Each time an attack is made with this weapon profile against a <a href=/wh40k9ed/the-rules/core-rules/#Characters><span class=kwb>CHARACTER</span></a> unit, you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
3697|1|Somnus|Melee|Melee|+3|-3|2|
3698|1|Master-crafted boltgun|24|Rapid Fire 1|4|-1|2|
3699|1|Witchseeker flamer|12|Assault D6|4|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3700|1|Executioner greatblade|Melee|Melee|+2|-3|2|
3701|1|Boltgun|24|Rapid Fire 1|4|0|1|
3702|1|Veracity, the Sword of Oblivion|Melee|Melee|+3|-5|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful.
3703|1|Apollonian Spear (shooting)|24|Assault 2|5|-2|2|Each time an attack is made with this weapon, on an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 4+, <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saving throws</a> cannot be made against that attack.
3703|2|Apollonian Spear (melee)|Melee|Melee|x2|-4|3|Each time an attack is made with this weapon, on an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 4+, <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saving throws</a> cannot be made against that attack.
3704|1|Auriferous Orb|6|Grenade D3|1|0|1|One use only. <a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon, if the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> is successful, the target suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> and is blinded until the start of your next turn. While a unit is blinded, each time it makes an attack, subtract 1 from that attack’s hit roll.
3705|1|Patriarch’s claws|Melee|Melee|User|-3|2|Each time an attack is made with this weapon, you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>, and on an unmodified wound roll of 6, that attack has an AP characteristic of -6 and a Damage characteristic of 3.
3706|1|Scoped needle pistol|18|Pistol 1|1|0|D3|Each time an attack is made with this weapon against a unit (excluding a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit), an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful.
3707|1|Cult bonesword|Melee|Melee|+1|-2|2|
3708|1|Magus bio-dagger|Melee|Melee|1|0|1|Each time the bearer fights, no more than 1 attack can be made with this weapon. Each time an attack is made with this weapon against a unit (excluding a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit), an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 3+ inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target and the attack sequence ends.
3709|1|Cult claws|Melee|Melee|User|-3|1|
3710|1|Cult claws and knife|Melee|Melee|User|-2|1|Each time the bearer fights, it makes 1 additional attack with this weapon.
3711|1|Cult shotgun|12|Assault 2|4|0|1|
3712|1|Cult claws and talons|Melee|Melee|User|-3|1|
3713|1|Metamorph mutations|Melee|Melee|+1|-3|1|
3714|1|Remote explosives|24|Assault 2D3|8|-3|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time you select a target for this weapon, you cannot target an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a> unit. Each time an attack made with this weapon is allocated to a <span class=kwb>VEHICLE</span> or <span class=kwb>MONSTER</span> unit, that attack has a Damage characteristic of 3.
3715|1|Chemical vials|6|Grenade 1|1|-2|2|Each time an attack is made with this weapon against a unit (excluding a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit), an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful.
3716|1|Atalan small arms|12|Pistol 2|4|0|1|
3717|1|Atalan power weapon|Melee|Melee|+1|-2|1|
3718|1|Achilles missile launcher|36|Heavy 3|6|-3|3|
3720|1|Hand of Aberrance|Melee|Melee|User|-2|3|Each time the bearer fights, it makes 1 additional attack with this weapon. Each time an attack is made with this weapon against a unit (excluding <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> units), an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful.
3721|1|Liberator wyrmtooth round|18|Heavy 1|6|-3|3|A liberator wyrmtooth round does not have the liberator autostub’s abilities.
3725|1|T’au flamer|12|Assault D6+2|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3726|1|Fireblade pulse rifle|36|Rapid Fire 1|5|-2|2|
3728|1|Shaper Kroot rifle|24|Rapid Fire 2|4|-1|1|
3729|1|Grenade belt|6|Grenade 2D6|5|-1|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. The bearer can only shoot with this weapon once per battle.
3730|1|Honour stave|Melee|Melee|+2|-1|2|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
3731|1|Supreme honour blade|Melee|Melee|+2|-1|2|
3732|1|Fidelity|Melee|Melee|+2|-2|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 scores one additional hit.
3735|1|Shade|24|Assault 2|5|-2|2|
3736|1|Accelerator burst cannon|18|Assault 8|6|-1|1|
3737|1|Quill grenades|6|Grenade D6|4|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3738|1|Ghostkeel fists|Melee|Melee|+1|-1|2|
3739|1|Fusion grenade|20|Assault 1|6|-1|3|
3739|2|EMP grenade|20|Assault 1|3|0|1|Each time a successful <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> is made for an attack with this weapon, if the target is a <span class=kwb>VEHICLE</span> unit (excluding <span class=kwb>TITANIC</span> units) whose characteristics change as it loses wounds, then, until the start of your next <a href=/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE>Shooting phase</a>, it halves the number of wounds it has remaining when determining what characteristics to use.
3740|1|Piranha burst cannon|18|Assault 6|6|0|1|
3741|1|Piranha fusion blaster|18|Assault 1|8|-4|D6+2|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+4.
3742|1|Stingwing claws|Melee|Melee|User|-1|1|
3743|1|Twin plasma rifle|30|Assault 2|8|-4|3|
3744|1|Twin smart missile system|30|Heavy 8|5|-1|1|<span class=tooltip00881 data-tooltip-content=#tooltip_content00881><span class=tt kwbu>Indirect</span> <span class=tt kwbu>Fire</span></span>. This weapon can target units that are not visible to the bearer. Each time an attack is made with this weapon, the target does not receive the benefits of <a href=/wh40k9ed/the-rules/core-rules/#Light-Cover>Light Cover</a> against that attack.
3745|1|Crushing bulk|Melee|Melee|+1|-1|1|
3746|1|Riptide fists|Melee|Melee|+1|-2|2|
3747|1|Seeker missile rack|72|Heavy D3+1|9|-3|2D3|
3748|1|Thunderous footfalls|Melee|Melee|User|-2|2|
3749|1|Twin airbursting fragmentation projector|24|Assault 2D6|4|-1|1|<span class=tooltip00881 data-tooltip-content=#tooltip_content00881><span class=tt kwbu>Indirect</span> <span class=tt kwbu>Fire</span></span>. <a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. This weapon can target units that are not visible to the bearer.
3750|1|Twin T’au flamer|12|Assault 2D6+4|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3751|1|Twin burst cannon|18|Assault 12|5|0|1|
3756|1|Ka’chak’tarr|24|Rapid Fire 2|5|-2|2|Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
3760|1|Cartavolnus’ force sword|Melee|Melee|+2|-3|2|Each time an attack made with this weapon is allocated to a <span class=kwb>DAEMON</span> model, <a href=/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw>saving throws</a> (of any kind) cannot be taken against that attack.
3762|1|Tyrant talons|Melee|Melee|User|-3|1|Each time the bearer fights, it makes 2 additional attack with this weapon.
3763|1|Broodlord claws and talons|Melee|Melee|User|-3|2|Each time an attack is made with this weapon, you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>, and on an unmodified wound roll of 6, that attack has an AP characteristic of -5.
3764|1|Dual boneswords|Melee|Melee|+2|-2|2|Each time the bearer fights, it makes 1 additional attack with this weapon.
3765|1|Trygon scything talons|Melee|Melee|User|-3|2|
3766|1|Termagant devourer|18|Assault 2|3|0|1|
3767|1|Termagant spinefists|12|Pistol 2|3|0|1|
3768|1|Hormagaunt talons|Melee|Melee|User|-1|1|
3769|1|Bonecleaver|Melee|Melee|User|-1|2|
3770|1|Lictor claws and talons|Melee|Melee|User|-3|2|
3772|1|Bludgeoning fists|Melee|Melee|+1|-3|1|
3773|1|Toxic lashes|Melee|Melee|User|-1|1|Each time an attack is made with this weapon against a unit (excluding <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> units), an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful.
3774|1|Genestealer claws and talons|Melee|Melee|User|-3|1|
3775|1|Thoracic spinefists|12|Pistol 2|5|-1|1|
3776|1|Clawed limbs|Melee|Melee|User|-2|1|
3777|1|Barbed ovipositor|Melee|Melee|+1|-1|1|<span class=redfont>Parasitic Infection</span> (see datasheet abilities). Each time the bearer fights, it makes 1 additional attack with this weapon, and no more than 1 attack can be made with this weapon while resolving that fight.
3778|1|Mawloc scything talons|Melee|Melee|User|-1|1|
3780|1|Carnifex crushing claw|Melee|Melee|+4|-3|D3+3|
3781|1|Carnifex scything talon|Melee|Melee|User|-3|3|Each time the bearer fights, it makes 1 additional attack with this weapon.
3782|1|Screamer-killer talons|Melee|Melee|User|-3|3|
3783|1|Flensing whips|Melee|Melee|User|-2|2|
3784|1|Thorax spur|Melee|Melee|+3|-4|3|Each time the bearer fights, it makes 1 additional attack with this weapon, and no more than 1 attack can be made with this weapon while resolving that fight.
3785|1|Shardgullet|36|Assault 3|12|-5|5|
3797|1|Ravener claws|Melee|Melee|User|-2|1|
3798|1|Chitin-barbed fists|Melee|Melee|+1|-1|1|
3799|1|Master-crafted instigator bolt carbine|30|Assault 1|4|-2|3|Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule.
3800|1|Dragon fusion gun|12|Assault 1|9|-4|D6+2|
3801|1|Banshee blade|Melee|Melee|+1|-4|1|
3802|1|The Bloody Twins|24|Assault 6|4|-2|2|<span class=tooltip00883 data-tooltip-content=#tooltip_content00883><span class=tt kwbu>Shuriken</span></span>
3803|1|Fury of the Tempest|24|Assault 4|6|-2|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 automatically wounds the target.
3804|1|Lance|18|Assault 1|10|-4|D6+4|
3804|2|Beam|12|Assault 1|6|-3|4|Each time an attack is made with this weapon profile, if a hit is scored, draw a straight line between the closest point of the bearer’s base (or hull) and that of the closest model in the target unit. Make one <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> against the target unit, and each other unit this line passes over.
3805|1|Arhra’s Bane (shooting)|12|Assault 2|5|-1|2|<span class=tooltip00883 data-tooltip-content=#tooltip_content00883><span class=tt kwbu>Shuriken</span></span>
3806|1|Arhra’s Bane (melee)|Melee|Melee|x2|-4|2|
3807|1|Isirmathil|Melee|Melee|+2|-2|1|Each time an attack is made with this weapon, make 2 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
3808|1|Aeldari power sword|Melee|Melee|+1|-3|1|
3809|1|Aeldari flamer|12|Assault D6|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3810|1|Guardian fusion gun|12|Assault 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.
3811|1|Guardian combat weapon|Melee|Melee|User|-1|1|Each time the bearer fights, it makes 1 additional attack with this weapon.
3812|1|Corsair blaster|18|Assault 1|8|-4|D6|
3813|1|Corsair shredder|18|Assault D6|6|-1|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3814|1|Neuro disruptor|12|Pistol 1|6|-3|1|Each time an attack is made with this weapon, if a hit is scored, unless the target is a <span class=kwb>VEHICLE</span> unit, the target suffers 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> and the attack sequence ends.
3815|1|Shuriken rifle|24|Rapid Fire 1|4|-1|1|<span class=tooltip00883 data-tooltip-content=#tooltip_content00883><span class=tt kwbu>Shuriken</span></span>
3816|1|Paired Hekatarii blades|Melee|Melee|User|-3|1|
3817|1|Harlequin’s blade|Melee|Melee|User|-1|1|Each time the bearer fights, it makes 1 additional attack with this weapon.
3818|1|Harlequin’s caress|Melee|Melee|+1|-2|2|
3819|1|Harlequin’s embrace|Melee|Melee|+1|-2|2|
3820|1|Harlequin’s kiss|Melee|Melee|+1|-2|2|
3821|1|Hallucinogen grenade launcher|18|Assault D3|-|-|-|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon, if a hit is scored, roll 2D6. If the result is greater than the Leadership characteristic of the target, the target suffers 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a>.
3822|1|Miststave|Melee|Melee|+3|-1|D3|
3823|1|Shrieker cannon|30|Assault 3|6|-2|2|<span class=tooltip00883 data-tooltip-content=#tooltip_content00883><span class=tt kwbu>Shuriken</span></span>. Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule.
3824|1|Jester’s blade|Melee|Melee|+1|-1|1|
3825|1|Solitaire’s weapons|Melee|Melee|+2|-3|2|
3826|1|Skyweaver haywire cannon|24|Heavy D3+1|3|-3|D3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon against a <span class=kwb>VEHICLE</span> unit, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 4+ is always successful, and an unmodified wound roll of 6 inflicts D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> on the target in addition to any normal damage.
3827|1|Star bolas|12|Assault D3|7|-3|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3828|1|Zephyrglaive|Melee|Melee|+2|-2|2|
3829|1|Focused lance|36|Heavy 2|12|-4|2D3|
3829|2|Dispersed pulse|36|Heavy 3D3|5|-3|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
3830|1|Voidweaver haywire cannon|24|Heavy 2D3|4|-3|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon against a <span class=kwb>VEHICLE</span> unit, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 4+ is always successful, and an unmodified wound roll of 6 inflicts D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> on the target in addition to any normal damage.
3831|1|Kha-vir, the Sword of Sorrows|Melee|Melee|+1|-3|2|Each time an attack is made with this weapon, on an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6, the target suffers 2 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> and the attack sequence ends.
3832|1|Asu-var, the Sword of Silent Screams|Melee|Melee|+2|-4|2|Each time an attack is made with this weapon, on a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 4+, <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saving throws</a> cannot be made against that attack.
3833|1|Swirling soul energy|6|Assault D6|7|-2|1|Each time an attack is made with this weapon, that attack automatically hits the target.
3834|1|Piercing strike|Melee|Melee|+4|-4|D3+3|Each time an attack is made with this weapon profile, <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saving throws</a> cannot be made against that attack.
3834|2|Sweeping blow|Melee|Melee|User|-4|1|Each time an attack is made with this weapon profile, make 2 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
3841|1|Twilight Fang|Melee|Melee|+2|-3|2|Each time the bearer fights, until that fight is resolved, add the current battle round number to the Attacks characteristic of the bearer.
3845|1|The Storied Sword|Melee|Melee|+2|-3|2|Each time an attack is made with this weapon, that attack automatically hits the target.
3847|1|Crescendo|12|Pistol 6|4|-3|2|<span class=tooltip00883 data-tooltip-content=#tooltip_content00883><span class=tt kwbu>Shuriken</span></span>
3848|1|Cegorach’s Rose|Melee|Melee|+2|-2|3|Each time an attack is made with this weapon, you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>. The bearer has the <span class=tooltip00906 data-tooltip-content=#tooltip_content00906 data-tooltip-anchor=#tooltip_content00906><span class=kwb>HARLEQUIN’S</span> <span class=kwb>KISS</span></span> keyword.
3851|1|The Avenging Blade|Melee|Melee|+2|-|-|Each time an attack is made with this weapon, if that attack successfully wounds the target, it inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target and the attack sequence ends.
3853|1|Shadowsting|Melee|Melee|+3|-2|2|Each time the bearer fights, it makes 2 additional attacks with this weapon.
3856|1|The Spider’s Bite|Melee|Melee|+2|-4|2|Each time an attack is made with this weapon, on an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 that attack has a Damage characteristic of 3.
3860|1|Serpent’s Tail|Melee|Melee|+2|-3|2|The bearer has the <span class=tooltip00906 data-tooltip-content=#tooltip_content00906 data-tooltip-anchor=#tooltip_content00906><span class=kwb>HARLEQUIN’S</span> <span class=kwb>KISS</span></span> keyword. Each time the bearer fights, if you used the <a href=/wh40k9ed/factions/aeldari/#Harlequins-Stratagems>Kiss of Death</a> Stratagem when the bearer was selected to fight, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> on the target in addition to any normal damage, instead of 1.
3861|1|Song of the Bloody-Handed|Melee|Melee|+7|-4|3|If an enemy unit is destroyed by an attack made with this weapon, that unit’s <a href=/wh40k9ed/the-rules/narrative-play/#Out-of-Action>Out of Action</a> test is failed on a result of 1-3, instead of a 1.
