id|name|faction_id|description
5604|Endless Suffering|AS|irrelevant
5605|Explodes|AS|irrelevant
5606|Terrain Feature|AS|irrelevant
5607|Prayers to the Saint|AS|while there are any battle sanctum terrain features on the battlefield, cult imperialis priest and adepta sororitas units in your army can attempt the following action:‘pray to the saint (action): at the end of your movement phase, one cult imperialis priest or adepta sororitas infantry unit from your army that is wholly within one -fu- battle sanctum terrain feature can start to perform this action. the action is completed at the end of your turn. once completed, you gain 1 miracle dice.’
5634|Canticles of the Omnissiah|AdM|if every unit from your army has the adeptus mechanicus keyword (excluding agent of the imperium, unaligned and knight of the cog units), -ua- gains a bonus depending on which canticle of the omnissiah is active for your army.at the start of the battle round, you can select one canticle that has not yet been active for your army. if you do so, until the end of the battle round, that canticle is active for your army.
5634|Canticles of the Omnissiah|RT|if every unit from your army has the adeptus mechanicus keyword (excluding agent of the imperium, unaligned and knight of the cog units), -ua- gains a bonus depending on which canticle of the omnissiah is active for your army.at the start of the battle round, you can select one canticle that has not yet been active for your army. if you do so, until the end of the battle round, that canticle is active for your army.
5655|First and Only|AM|-ua- can only be included in an astra militarum detachment or an auxiliary support detachment. if -ua- is selected as your warlord then colonel-commissar ibram gaunt is your warlord. if he has a warlord trait, it must be inspiring leader.
5656|Covert Stealth Team|AM|irrelevant
5657|Gaunt’s Ghosts|AM|-fu- astra militarum units cannot issue orders to -ua-. -ua- can perform actions and still make ranged attacks without that action failing.
5658|Tanith Camo-cloak|AM|"-ua- is not an eligible target for ranged attacks if it is more than 18"" away from the firing unit. -era- -ua-, -s1hr-. each time a ranged attack is allocated to a model in -ua- while it is receiving the benefits of cover, add an additional 1 to any armour saving throws made against that attack."
5659|Colonel-Commissar Ibram Gaunt|AM|irrelevant
5660|Colonel CoIm Corbec|AM|once per battle round, if -ua- contains colonel colm corbec, when -ua- uses an astra militarum or core stratagem, that stratagem costs one fewer cps to use (to a minimum of 0cp]. note that the cp cost is only reduced by 1cp for that use of the stratagem, any future usages of it cost the normal amount of cps.
5661|Major Elim Rawne|AM|at the start of the fight phase, if -ua- contains major elim rawne, select one -eu- unit within engagement range of -ua-. that unit fights last that phase.
5662|Master Sniper Hlaine Larkin|AM|each time a model in -ua- makes a ranged attack, if -ua- contains master sniper hlaine larkin, the target does not receive the benefit of cover against that attack.
5663|Trooper ‘Try Again’ Bragg|AM|trooper ‘try again’ bragg does not suffer the penalty to hit rolls incurred for moving and firing a heavy weapon in the same turn. in addition, in the shooting phase, each time -ua- has resolved its attacks, if no hits were scored with trooper ‘try again’ bragg’s autocannon, -ma- can immediately shoot again.
5664|Scout Sergeant Oan Mkoll|AM|while -ua- contains scout sergeant oan mkoll, models in -ua- have a 5-isv-.
5686|The Dark Master (Aura)|CD|"while a -fu- legiones daemonica or disciples of be’lakor unit (excluding vehicle units) is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll of 1."
5687|Spiteful Jealousy|CD|irrelevant
5705|Beast Snagga|ORK|each time a model with this ability makes an attack that targets a vehicle or monster, add 1 to that attack’s hit roll.every model in -ua- has a 6-isv-.
5745|Waaagh!|ORK|irrelevant
5746|Grand Warlord|ORK|if -ma- is included in your army, it must be your warlord.
5748|Dead Tough|ORK|-ma- has a 5-isv-.
5749|Warboss (Aura)|ORK|"while a -fu- -key-clan-key- core or -key-clan-key- character unit is within 6"" of -ma-, each time a model in that unit makes a melee attack, add 1 to that attack’s hit roll."
5750|Grot Gunner|ORK|each time -ma- makes an attack with a big shoota, or a relic that replaces -ma-’s big shoota, add 1 to that attack’s hit roll.
5751|Big Red Button|ORK|irrelevant
5753|Squigstoppa|ORK|"at the start of the fight phase you can select one -eu- monster unit that is within 6"" of -ma- and roll one d6: on a 2+, that unit is not eligible to fight this phase until after all eligible units from your army have done so."
5754|Super Runts|ORK|at the start of the first battle round select one gretchin -cu- from your army to be zodgrod’s super runts. each time a model in that unit makes an attack, add 1 to that attack’s hit roll. that unit can shoot while performing an action without that action failing.
5755|Targetin’ Squig|ORK|each time -ma- makes an attack with a shoota, or a relic that replaces -ma-’s shoota, add 1 to that attack’s hit roll.
5756|Beastboss (Aura)|ORK|"while a -fu- -key-clan-key- beast snagga core or -key-clan-key- beast snagga character unit is within 6"" of -ma-, each time a model in that unit makes a melee attack, add 1 to that attack’s hit roll."
5757|Thick Hide|ORK|each time an attack is allocated -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
5759|Tougher than a Rok Squig|ORK|-ma- has a 4-isv-.
5760|Beastboss (Aura)|ORK|"while a -fu- snakebite beast snagga core or snakebite beast snagga character unit is within 6"" of -ma-, each time a model in that unit makes a melee attack, add 1 to that attack’s hit roll."
5761|Cowardly|ORK|irrelevant
5762|Diminutive|ORK|each time a ranged attack is allocated to a model in -ua- while it is receiving the benefits of cover, add an additional 1 to any armour saving throw made against that attack.
5763|Sawbonez|ORK|irrelevant
5764|Dok’s Toolz (Aura)|ORK|"while a -fu- -key-clan-key- infantry or -key-clan-key- biker unit is within 3"" of -ma-, each time a model in that unit would lose a wound, roll one d6: on a 6, that wound is not lost."
5765|Pyromaniaks|ORK|irrelevant
5766|Mekaniak|ORK|irrelevant
5767|Mekaniak|ORK|irrelevant
5768|Grot oiler|ORK|irrelevant
5769|Distraction grot|ORK|"once per battle, when the bearer is selected to fight, you can treat models in -ua- as if they are within 1"" of a terrain feature.we recommend placing a distraction grot model next to the unit as a reminder, removing it once this ability has been used (a distraction grot does not count as a model for any rules purposes)."
5770|Cloud of Smoke|ORK|-era- -ua-, -s1hr-.
5771|Big Red Button|ORK|irrelevant
5772|Smasha ’Ead|ORK|each time -ma- finishes a charge move or heroic intervention move, select one -eu- unit that is within engagement range of -ma- and roll five d6; for each result of 4+, that -eu- unit suffers 1 mortal wound.
5773|Squigboss|ORK|for each -key-clan-key- squighog boyz unit included in a detachment, up to two -key-clan-key- nob on smasha squig units can be included in that detachment without taking up any battlefield role slots.
5774|Big bomb|ORK|"once per battle, in your movement phase, after the bearer makes a normal move or advances, you can select one point on the battlefield the bearer moved across this phase. roll one d6 for each unit within 3"" of that point, subtracting 1 if that unit is a character (excluding vehicle or monster units); on a 4+, that unit suffers d3 mortal wounds."
5775|Swoopin’ Down|ORK|irrelevant
5776|Artillery and Crew|ORK|"each mek gun and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their mek gun model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the mek gun’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
5777|Snagged|ORK|irrelevant
5778|Explodes|ORK|irrelevant
5779|Explodes|ORK|irrelevant
5780|Workshop|ORK|irrelevant
5781|Terrain Traits|ORK|each piece of this terrain feature is treated as an obstacle with the following terrain traits: defence line, light cover, heavy cover, defensible, unstable position, difficult ground.
5782|Fixin’ Toolz|ORK|irrelevant
5783|I’ll Av Wot E’s Avin!|ORK|if -ma- is included in your army, each kustom job can be selected twice for your army, instead of once. each model can still only have one kustom job.
5784|I’ve Got Just da Fing|ORK|"mek and big mek units in your army can attempt the following action:kustomise (action): once per battle round, at the end of your movement phase, select one mek or big mek unit from your army that is within 1"" of the mekboy workbench, then select one orks vehicle unit (excluding titanic units) that is within 3"" of this mekboy workbench. that vehicle unit must remain within 3"" of that mekboy workbench until the action is completed. the action is completed at the end of your turn. once completed, select one kustom job that vehicle unit is eligible for, including the normal restrictions on how many of each kustom job can be included in your army (see i’ll av wot e’s avin!, above). that vehicle unit gains the selected kustom job (do not increase the model’s power rating or points value). at the end of each battle round, roll one d6 for each kustom job gained from this ability: on a 1, that kustom job falls off again and cannot be used by or selected for that model for the rest of the battle."
5785|Shoutin’ pole|ORK|irrelevant
5786|Open-topped|ORK|irrelevant
5787|Explodes|ORK|irrelevant
5795|Combat Squads|GK|irrelevant
5852|Rites of Battle (Aura)|GK|"while a -fu- grey knights -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll of 1."
5853|Supreme Grand Master|GK|"in your command phase, select one -fu- grey knights core or grey knights character unit within 6"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, you can re-roll the hit roll."
5854|Sanctum Sigilum|GK|-ma- has a 3-isv-.
5855|Rites of Battle (Aura)|GK|"while a -fu- wardmakers -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll of 1."
5856|Martial Superiority|GK|at the start of the fight phase, if -ma- is within engagement range of any -eu- character units, it can fight first that phase.
5857|Honour or Death|GK|irrelevant
5858|Tactical Precision (Aura)|GK|"while a -fu- wardmakers -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a wound roll of 1."
5859|Tactical Precision (Aura)|GK|"while a -fu- -key-brotherhood-key- -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a wound roll of 1."
5860|Blessing of the Omnissiah|GK|irrelevant
5861|Awaken the Machine Spirits|GK|"in your command phase, -ma- can awaken one -fu- grey knights vehicle model within 3"" of it. until the start of your next command phase, each time that vehicle model makes a ranged attack, add 1 to that attack’s hit roll. each model can only be awakened once per turn."
5862|Crux Terminatus|GK|all models in -ua- have a 5-isv-.
5863|Combat Restoratives|GK|irrelevant
5864|Narthecium (Aura)|GK|"while a -fu- grey knights infantry unit is within 3"" of -ma-, each time a model in that unit would lose a wound, roll one d6: on a 6, that wound is not lost."
5865|Sacred Banner (Aura)|GK|irrelevant
5866|Cleansing Flame|GK|irrelevant
5867|Sacred Banner (Aura)|GK|irrelevant
5868|Chapter Banner|GK|"in your command phase, select one -fu- grey knights -cu- within 6"" of -ma-. until the start of your next command phase, each time a model in that unit makes a melee attack, add 1 to that attack’s hit roll."
5869|Explodes|GK|irrelevant
5870|Duty Eternal|GK|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
5871|Unyielding Ancient|GK|each time -ma- would lose a wound, roll one d6: on a 6, that wound is not lost.
5872|Explodes|GK|irrelevant
5873|Explodes|GK|irrelevant
5874|Explodes|GK|irrelevant
5875|Airborne|GK|irrelevant
5876|Supersonic|GK|irrelevant
5877|Hard to Hit|GK|-era- -ma-, -s1hr-.
5878|Explodes|GK|irrelevant
5879|Infernum halo-launcher|GK|each time a ranged attack made by an aircraft model is allocated to the bearer, add 1 to any armour saving throw made against that attack.
5880|Hover Jet|GK|irrelevant
5881|Explodes|GK|irrelevant
5886|Teleport Strike|TS|irrelevant
5887|Sorcerous Master|CSM|irrelevant
5887|Sorcerous Master|TS|irrelevant
5888|Cabbalistic Rituals|TS|irrelevant
5888|Cabbalistic Rituals|CSM|irrelevant
5896|Disc of Tzeentch|TS|irrelevant
5897|Chosen of Tzeentch|TS|-ma- has a 4-isv-.
5898|Lord of the Thousand Sons (Aura)|TS|"while a -fu- -key-great cult-key- -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll of 1."
5899|Wings|TS|irrelevant
5900|Thrall|TS|for each -key-great cult-key- exalted sorcerer unit included in a detachment, one -key-great cult-key- sorcerer unit can be included in that detachment without taking up a battlefield role slot.
5901|Terminator Armour|TS|-ma- has a 5-isv-.
5902|Herd banner|TS|irrelevant
5903|Arcane Automata|TS|irrelevant
5903|Arcane Automata|CSM|irrelevant
5904|Monstrous Resilience|TS|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
5905|Explodes|TS|irrelevant
5906|Frenzy|TS|each time -ma- makes an attack, if it has 7 or fewer wounds remaining, re-roll a wound roll of 1.
5907|Fearsome (Aura)|TS|irrelevant
5908|Explodes|TS|irrelevant
5909|Explodes|TS|irrelevant
5910|Vindicator siege shield|TS|each time a ranged attack is allocated to the bearer, add 1 to any armour saving throw made against that attack.
5911|Explodes|TS|irrelevant
5912|Daemonic|TS|-ma- has a 5-isv-.
5913|Infernal Regeneration|TS|irrelevant
5914|Explodes|TS|irrelevant
5915|Explodes|TS|irrelevant
5916|Explodes|TS|irrelevant
5917|Siege Crawler|TS|irrelevant
5918|Explodes|TS|irrelevant
5919|Explodes|TS|irrelevant
5920|Airborne Predator|TS|irrelevant
5921|Supersonic|TS|irrelevant
5922|Hard to Hit|TS|-era- -ma-, -s1hr-.
5923|Hover Jet|TS|irrelevant
5924|Hunter in the Skies|TS|each time -ma- makes an attack against a unit that can fly, add 1 to that attack’s hit roll.
5925|Daemon Primarch|TS|irrelevant
5926|Lord of the Planet of the Sorcerers|TS|"in your command phase, select one -fu- thousand sons core or thousand sons character unit within 6"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, you can re-roll the hit roll."
5942|Banner of Fallen Crusaders|SM|irrelevant
5943|Remnant of the Fallen Temple|SM|"the bearer has the following ability: ‘remnant of the fallen temple (aura): while a -fu- black templars core or black templars character unit is within 6"" of -ua-, each time a model in that unit would lose a wound, roll one d6; on a 6+, that wound is not lost.’"
5944|Sceptre of Anointing|SM|each time a roll is made to determine if a litany recited by -ua-’s chaplain grimaldus model is inspiring, add 1 to that roll.
5945|Rosarius|SM|-ua-’s chaplain grimaldus model has a 4-isv-.
5946|Mindless Followers|SM|irrelevant
5947|Indomitable Resolve|SM|once per battle, when -ua-’s chaplain grimaldus model is destroyed, you can choose to roll one d6 at the end of the phase instead of using any rules that are triggered when that model is destroyed (e.g. the only in death does duty end stratagem). if you do, then on a 4+, set -ua-’s chaplain grimaldus model back up on the battlefield as close as possible to where they were destroyed and not within engagement range of any -eu- units, with 3 wounds remaining.
5948|Sigismund’s Heir|SM|each time -ma- makes a melee attack against an -eu- character unit, you can re-roll the hit roll and you can re-roll the wound roll.
5949|Holy Wargear|SM|-ma- can never be given any relics, crusade relics or weapon enhancements.
5950|Martial Superiority|SM|at the start of the fight phase, if -ma- is within engagement range of any -eu- character units, it can fight first that phase.
5951|Honour or Death|SM|irrelevant
5952|Smokescreen|SM|while -ua- contains any neophyte models, it has the smokescreen keyword.
5953|Vow-sworn Bladesmen|SM|while any templar vows are in effect, -ua- is not affected by that vow’s passion.
6000|Impetuous Fervour|AS|each time -ua- fights, if it made a charge move this turn, then until that fight is resolved, add 1 to the attacks characteristic of all models in -ua-.
6001|Sisters Novitiate|AS|irrelevant
6002|Sacred banner|AS|irrelevant
6012|Terrain Feature|UN|after -ma- is setup, it is treated as an obstacle terrain feature with the following terrain traits:light coverheavy coverscalableexposed position
6015|Set-up|UN|irrelevant
6016|Terrain Feature (Shield Sections)|UN|irrelevant
6017|Terrain Feature (Gun Emplacement)|UN|irrelevant
6018|Automated Weapons|UN|in your shooting phase, each time a gun emplacement from your army is selected to shoot, you can only select one of the following targets for its attacks:the closest eligible -eu- unit.the closest eligible -eu- aircraft unit.
6019|Operate Gun Emplacement|UN|"while there are any gun emplacements from your army on the battlefield, infantry units in your army can attempt the following action:operate gun emplacement (action): at the end of your command phase, one infantry unit from your army that is within 1"" of a gun emplacement that is not being operated (see below) can start to perform this action. the action is completed at the end of your movement phase. once completed, until the end of the turn, this gun emplacement loses its automated weapons ability, has a ballistic skill characteristic of 4+ and is treated as being operated."
6020|Fire Points|UN|irrelevant
6021|Automated Weapons|UN|irrelevant
6022|Wrecked|UN|irrelevant
6023|Comms antenna|UN|irrelevant
6024|Roof hatch|UN|irrelevant
6025|Fire Points|UN|irrelevant
6026|Automated Weapons|UN|irrelevant
6027|Wrecked|UN|irrelevant
6028|Projected Void Shields (Aura)|UN|"while a -fu- unit is wholly within aura range of -ma-, models in that unit have a 5-isv- -era-. the aura range of this ability changes as this building suffers damage as follows:remaining woundsaura range8+12""4-79""1-36"""
6029|Wrecked|UN|irrelevant
6030|Unquestionable Wisdom (Aura)|INQ|irrelevant
6031|Iron Will|INQ|irrelevant
6057|Agent of the Imperium|CA|irrelevant
6065|Captain on Deck|CA|"in your command phase, select one -fu- navis imperialis -cu- within 9"" of -ua-’s cartographica rogue trader model. until the start of your next command phase, each time a model in that unit makes an attack, add 1 to that attack’s hit roll."
6066|Master and Commander|CA|irrelevant
6068|Masters of Close Confines|CA|"each time a model in -ua- makes a ranged attack that targets a unit within 12"", -uhr- 6 scores one additional hit."
6086|Explodes|ORK|irrelevant
6087|Kustom Red Button|ORK|irrelevant
6088|Explodes|ORK|irrelevant
6089|Kustom Red Button|ORK|irrelevant
6090|Explodes|ORK|irrelevant
6091|Unstoppable|ORK|irrelevant
6092|Kustom Red Button|ORK|irrelevant
6100|Crux Terminatus|SM|every deathwatch terminator in -ua- has a 5-isv-.
6101|Turbo-boost|SM|irrelevant
6102|Kill Team Abilities|SM|deathwatch terminators can only use the teleport strike ability if their unit only contains deathwatch terminator models (such as after using the combat squads ability).veteran bikers can only use the turbo-boost ability if their unit only contains veteran biker models (such as after using the combat squads ability).
6103|Kill Team Keywords|SM|while a proteus kill team unit contains any vanguard veterans, it has the melta bombs keyword. while a proteus kill team unit only contains vanguard veterans with jump packs, it also has the fly keyword.while a proteus kill team unit only contains deathwatch terminators, it has the terminator keyword.while a proteus kill team unit only contains veteran bikers, it has the biker keyword and loses the infantry keyword.
6104|Kill Team Abilities|SM|the devastating charge ability only applies to outriders in -ua-.outriders can only use the turbo-boost ability if their unit only contains outriders (such as after using the combat squads ability).
6105|Kill Team Keywords|SM|while a fortis kill team only contains outriders, it has the biker keyword and loses the infantry keyword.
6106|Kill Team Abilities|SM|only eradicators in -ua- can shoot twice when -ua- uses the total obliteration ability.
6107|Kill Team Keywords|SM|while an indomitor kill team unit only contains inceptors, it has the fly keyword.
6108|Kill Team Abilities|SM|the omni-scramblers ability only applies while there are any infiltrators or infiltrator sergeants in -ua-.the multi-spectrum array ability only applies to incursors in -ua-.the terror troops ability only applies while there are any reivers in -ua-.
6109|Kill Team Keywords|SM|while a spectrus kill team contains any infiltrator or incursor models, it has the smokescreen keyword.while a spectrus kill team contains any reivers, it has the shock grenades keyword.
6163|Da Revolushun! (Aura)|ORK|irrelevant
6164|Red Gobbo|ORK|-ma- can be included in an ork detachment without preventing other units in that detachment from gaining a clan kultur. note, however, that -ma- does not itself benefit from any clan kultur. if -ma- is your warlord, it has the inspiring leader warlord trait.
6165|Pointy Decorashunz!|ORK|"after -ua- makes a charge move, you can select one -eu- unit within 1"" of it and roll one d6: on a 4+, that -eu- unit suffers d3 mortal wounds."
6170|Daughters of the Abyss|AC|irrelevant
6171|From Golden Light|AC|irrelevant
6209|Martial Ka’tah|AC|irrelevant
6210|Adamantine Mantle|AC|each time -ma- would lose a wound, roll one d6: on a 5+, that wound is not lost.
6211|Captain-General|AC|irrelevant
6212|Legendary Commander (Aura)|AC|"while a -fu- adeptus custodes -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll and wound roll of 1."
6213|Moment Shackle|AC|once per battle, you can do one of the following:at the end of the fight phase, if -ma- is within engagement range of any -eu- units, it can fight again.when a saving throw is failed for -ma-, the damage characteristic of that attack is changed to 0.after an -eu- unit has fought, if -ma- is eligible to fight, you can fight with it next.
6214|Praesidium shield|AC|add 1 to armour saving throws made for the bearer.
6215|Inspirational Fighter (Aura)|AC|"while a -fu- -key-shield host-key- -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll of 1."
6216|Consummate Swordsman|AC|-ema- -ma-, -uhr- 1-3 always fails. each time a melee attack is allocated to -ma-, add 1 to the armour saving throw.
6217|Martial Inspiration|AC|irrelevant
6218|Legacy of Combat|AC|irrelevant
6219|Hero of the Lion’s Gate|AC|-ea- against -ma-, -uwr- 1-3 always fails.
6220|Cadre Tactics (Aura)|AC|"while a -fu- anathema psykana -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a wound roll of 1."
6221|Voidsheen Cloak|AC|-ma- has a 5-isv-.
6222|Tenacious Spirit|AC|irrelevant
6223|Watchmen|AC|"while a -fu- -key-shield host-key- character unit is within 3"" of -ua-, that character unit can use the look out, sir rule even if -ua- contains fewer than 3 models."
6224|Aquilane Relic|AC|your army can only include each type of vexilla (e.g. vexilla magnifica) once.
6225|Vexilla defensor|AC|"the bearer has the following aura ability: ‘vexilla defensor (aura): while a -fu- -key-shield host-key- core or -key-shield host-key- character unit is within 6"" of -ma-, it has the benefits of light cover.’"
6226|Vexilla imperius|AC|"the bearer has the following aura ability: ‘vexilla imperius (aura): while a -fu- -key-shield host-key- core or -key-shield host-key- character unit is within 6"" of -ma-, add 1 to the attacks characteristic of each model in its unit.’"
6227|Vexilla magnifica|AC|"the bearer has the following aura ability: ‘vexilla magnifica (aura): while a -fu- -key-shield host-key- core or -key-shield host-key- character unit is within 6"" of -ma-, it has the benefits of dense cover.’"
6228|Guardian Eternal|AC|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
6229|Seeker Cadre|AC|irrelevant
6230|Explodes|AC|irrelevant
6231|Anathema Psykana Dedicated Transport|AC|irrelevant
6253|Gravis Fighting Styles|SM|if -ma- is equipped with an astartes chainsword, each time the bearer fights, it can make 2 additional attacks with that weapon (for a maximum of 3).if -ma- is equipped with a power sword, each time the bearer fights, it can make 2 additional attacks with that weapon.if -ma- is equipped with a power fist, each time the bearer fights, it can make 1 additional attack with that weapon.this ability cannot be used with a relic which replaces any of these weapons.
6254|Command Squad|SM|for each -key-chapter-key- company veterans unit included in a detachment, one -key-chapter-key- command squad company ancient unit can be included in that detachment without taking up a battlefield role slot.
6255|Conceal|GC|irrelevant
6256|Crossfire|GC|irrelevant
6259|Psychic familiar|GC|irrelevant
6260|Preternatural Reflexes|GC|-ma- has a 4-isv-.
6261|Priority Target|GC|"in your command phase, select one -fu- -key-cult-key- core crossfire unit within 9"" of -ma-, then select one -eu- unit within 36"" of and visible to -ma-. until the end of the turn, each time -ma- or a model in that -fu- unit makes a ranged attack against that -eu- unit, that -eu- unit is treated as being exposed for that attack."
6262|Master Outrider|GC|"while -ma- is within 6"" of a -fu- -key-cult-key- atalan jackals or -key-cult-key- vehicle unit, -eu- models cannot target -ma- with ranged weapons unless it is the closest eligible target. -ea- against -ma-, -s1hr-."
6263|Jackal|GC|irrelevant
6264|Cult lash whip|GC|each time the bearer makes a melee attack against a unit (excluding a monster or vehicle unit), you can re-roll the hit roll.
6265|Swift and Deadly|GC|irrelevant
6266|Purestrain Reflexes|GC|models in -ua- have a 4-isv-.
6267|Savage Amalgam|GC|irrelevant
6268|Alien Resilience|GC|each time -ma- would lose a wound, roll one d6: on a 5+, that wound is not lost.
6269|Battlefield Analysis|GC|in your command phase, if -ma- is on the battlefield, select one -eu- unit on the battlefield. that unit gains a crossfire marker.
6270|Voice of New Truths|GC|irrelevant
6271|Preternatural Reflexes|GC|-ma- has a 5-isv-.
6272|Hypersensory Abilities|GC|in your shooting phase, after -ma- shoots, it can make a normal move or fall back as if it were your movement phase, even if it arrived as reinforcements this turn.
6273|Creeping Shadow|GC|-ma- has a 5-isv-. -ea- against -ma-, -s1hr-.
6274|Cloaked Assassin|GC|"-eu- models cannot target -ma- with ranged attacks unless they are within 12"" of it. each time a ranged attack is allocated to -ma- while it is receiving the benefits of cover, add an additional 1 to any armour saving throw made against that attack."
6275|Sniper|GC|if -ma- is equipped with a cult sniper rifle (or a weapon that replaces a cult sniper rifle), it gains the crossfire ability and the crossfire keyword. each time -ma- makes an attack with that weapon against a unit with a crossfire marker, the target is treated as being exposed for that attack.
6276|Deploy Explosives|GC|irrelevant
6277|Reductus Explosives|GC|irrelevant
6278|Clandestine|GC|"while -ma- is within an area terrain feature, -eu- models cannot target it with ranged attacks unless they are within 12"" of it. -era- -ma-, -s1hr-."
6279|Injector Goad|GC|each time -ma- fights, after it makes its attacks, select one -eu- model (excluding a vehicle or titanic model) that lost any wounds but was not destroyed as a result of an attack made with -ma-’s injector goad. roll one d6: if the result is greater than that model’s wounds characteristic, that model is destroyed.
6280|Jackals|GC|irrelevant
6281|Raiders|GC|"each time a model in -ua- makes a ranged attack that targets an -eu- unit within 6"" of it, the target is treated as being exposed for that attack."
6282|Scout|GC|irrelevant
6283|Open-topped|GC|irrelevant
6340|Battlesuits|TAU|battlesuit models in -ua- can make attacks with ranged weapons even when their unit is within engagement range of -eu- units, but they can only make such attacks against -eu- units that they are within engagement range of. in such circumstances, those models can target an -eu- unit even if other -fu- units are within engagement range of the same -eu- unit.note that if a battlesuit model has more than one ranged weapon, you can still choose to target units that are not within engagement range of its unit, but it will only be able to make the attacks with that weapon if all -eu- units within engagement range of its unit have been destroyed when you come to resolve those attacks. in addition, when a battlesuit model shoots a heavy weapon, subtract 1 from the hit rolls when resolving that weapon’s attacks while any -eu- units are within engagement range of that model’s unit.
6342|Manta Strike|TAU|irrelevant
6343|Ambushing Predators|TAU|irrelevant
6344|Inspired to Greatness|TAU|"in your command phase, select one -fu- t’au empire core or t’au auxiliary unit within 6"" of -ua-’s ethereal model (excluding farsight enclaves units). until the start of your next command phase, while that unit is performing an action, it can make ranged attacks without that action failing."
6345|Valued Sacrifice|TAU|irrelevant
6346|Artificial Helpers|TAU|drone models are ignored for the purposes of:the look out, sir rule.determining -ua-’s starting strength, and whether -ua- is below half-strength.determining -ua-’s toughness characteristic, if it also contains models without the drone keyword.
6347|Limited Parameters|TAU|irrelevant
6348|Docked Drone|TAU|if -ma- is docked with another:any weapons -ma- is equipped with are considered to be equipped to the model it is docked with instead.attacks cannot be allocated to -ma- and it does not count as a model on the battlefield for any rules purposes.if the model it is docked with is destroyed, this drone model is destroyed as well.
6349|Keywords|TAU|drone models do not gain the keywords of any units that contain them (excluding tactical drones).for the purposes of interacting with terrain features, drone models count as having the infantry keyword.
6350|Guardian Shield Generator|TAU|-ma- has a 4-isv-. -era- -ua-, -uwr- 1-2 for that attack fails, irrespective of any abilities that the weapon or the model making the attack may have.
6351|Threat Identification Protocol|TAU|each time -ma- makes a ranged attack, it can only target the nearest eligible unit.
6352|Markerlight|TAU|the bearer gains the markerlight keyword.
6353|Recon Suite|TAU|"each time a model in -ua- makes a ranged attack that targets a unit within 18"", the target does not receive the benefits of light cover against that attack."
6354|Drone Shield Generator|TAU|-ma- has a 4-isv-.
6355|Stealth Field Generator|TAU|"-ua- cannot be selected as a target for ranged attacks unless it is the closest eligible target to the firing model or the firing model is within 18"" of it."
6356|No Escape|AE|each time an -eu- unit (excluding titanic units) that is within engagement range of -ma- is selected to fall back, roll off with your opponent, subtracting 1 from your opponent’s roll if -ma- is equipped with a shardnet and impaler. if you win, that unit cannot fall back this turn.
6356|No Escape|DRU|each time an -eu- unit (excluding titanic units) that is within engagement range of -ma- is selected to fall back, roll off with your opponent, subtracting 1 from your opponent’s roll if -ma- is equipped with a shardnet and impaler. if you win, that unit cannot fall back this turn.
6357|No Escape|DRU|"roll off if an infantry unit within 1"" of any -eu- models with this ability wishes to fall back. the unit can only fall back if the player controlling it wins the roll-off. "
6363|Camouflage Fields|TAU|while -ua-’s commander shadowsun model has any wounds remaining, -era- -ua-, -s1hr-.
6364|XV22 Stalker Battlesuit|TAU|-ua-’s commander shadowsun model has a 5-isv-.
6365|Master of War (Aura)|TAU|"while a -fu- t’au empire -cu- is within 6"" of -ua-’s commander shadowsun model, each time a core model in that unit makes an attack, re-roll a hit roll of 1."
6366|Hero of the Empire|TAU|irrelevant
6367|Tactical Acumen|TAU|irrelevant
6368|Way of the Short Blade|TAU|"at the start of the fight phase, you can select one -fu- farsight enclaves -cu- within 6"" of -ma-; until the end of the phase, each time a core model in that unit makes an attack, add 1 to that attack’s hit roll."
6369|Master of War (Aura)|TAU|"while a -fu- farsight enclaves -cu- is within 6"" of -ma-, each time a core model in that unit makes an attack, re-roll a hit roll of 1."
6370|Enclave Commander|TAU|irrelevant
6371|Counterfire defence system|TAU|the bearer gains the counterfire defence system keyword.
