datasheet_id|line|name|WS|BS|S|T|W|A|Sv|Cost|cost_description|models_per_unit|cost_including_wargear
1474|1|enlightened|3+|3+|4|4|2|2|6+|18.0||2-5|False
1474|2|aviarch|3+|3+|4|4|2|3|6+|18.0||1|False
1476|1|mutalith vortex beast|3+|4+|7|7|14|5|4+|145.0||1|False
1477|1|commander in crisis battlesuit|3+|2+|5|5|6|4|3+|100.0||1|False
1478|1|commander in enforcer battlesuit|3+|2+|5|5|7|4|2+|120.0||1|False
1479|1|telemon heavy dreadnought|2+|2+|8|8|14|4|2+|260.0||1|False
1481|1|armiger helverin|3+|3+|6|7|12|4|3+|155.0||1-3|False
1482|1|armiger warglaive|3+|3+|6|7|12|4|3+|145.0||1-3|False
1483|1|knight preceptor|3+|3+|8|8|24|4|3+|420.0||1|False
1484|1|canis rex|2+|2+|8|8|24|5|3+|440.0||1|False
1484|2|sir hekhtur|2+|2+|3|3|4|3|4+||||False
1485|1|knight castellan|4+|3+|8|8|28|4|2+|595.0||1|False
1486|1|knight valiant|4+|3+|8|8|28|4|2+|585.0||1|False
1521|1|astraeus|5+|3+|8|8|30|6|2+|550.0||1|False
1522|1|gabriel angelos|2+|2+|4|4|7|5|2+|150.0||1|False
1523|1|sicaran arcus|6+|3+|6|7|14|3|2+|155.0||1|False
1524|1|sicaran omega|6+|3+|6|7|14|3|2+|175.0||1|False
1525|1|secutarii hoplite|3+|3+|3|3|1|2|4+|10.0||4-9|False
1525|2|hoplite alpha|3+|3+|3|3|1|3|4+|10.0||1|False
1526|1|secutarii peltast|3+|3+|3|3|1|2|4+|9.0||4-9|False
1526|2|peltast alpha|3+|3+|3|3|1|3|4+|9.0||1|False
1527|1|terrax-pattern termite|4+|3+|7|8|14|3|3+|180.0||1|False
1532|1|chaos terrax-pattern termite|4+|3+|7|8|14|3|3+|180.0||1|False
1533|1|terrax-pattern termite|4+|3+|7|8|14|3|3+|180.0||1|False
1536|1|big mek with shokk attack gun|3+|4+|5|5|5|3|4+|110.0||1|False
1537|1|deffkilla wartrike|2+|5+|5|6|8|5|4+|120.0||1|False
1538|1|kustom boosta-blasta|4+|5+|5|6|8|4|4+|80.0||1-3|False
1539|1|shokkjump dragsta|4+|5+|5|6|8|4|4+|85.0||1-3|False
1540|1|boomdakka snazzwagon|4+|5+|5|6|8|4|4+|90.0||1-3|False
1541|1|megatrakk scrapjet|4+|5+|6|6|9|4|4+|100.0||1-3|False
1542|1|rukkatrukk squigbuggy|4+|5+|5|6|9|4|4+|95.0||1-3|False
1543|1|gunwagon|5+|5+|8|8|16|6|3+|150.0||1|False
1544|1|bonebreaka|5+|5+|8|8|16|6|3+|160.0||1|False
1546|1|abominant|3+|6+|5|5|6|3|5+|95.0||1|False
1552|1|missionary|4+|4+|3|3|4|3|6+|40.0||1|False
1553|1|preacher|4+|4+|3|3|4|3|6+|25.0||1|False
1554|1|marneus calgar in armour of heraclus|2+|2+|4|5|8|6|2+|200.0||1|True
1555|1|victrix honour guard|2+|3+|4|4|3|4|2+|||2|False
1556|1|haarken worldclaimer|2+|2+|4|4|6|7|3+|150.0||1|False
1557|1|contemptor-galatus dreadnought|2+|2+|7|7|9|5|2+|180.0||1|False
1558|1|aquilon custodian|2+|2+|5|5|4|4|2+|70.0||3-6|False
1559|1|custodian guard|2+|2+|5|5|3|3|2+|55.0||3-5|False
1560|1|agamatus custodians|2+|2+|5|6|4|4|2+|95.0||3-6|False
1561|1|venatari custodian|2+|2+|5|5|3|3|3+|55.0||3-6|False
1562|1|pallas grav-attack|6+|2+|5|6|8|2|3+|95.0||1|False
1563|1|sagittarum custodian|2+|2+|5|5|3|3|2+|50.0||3-5|False
1564|1|orion assault dropship|6+|2+|8|8|22|6|3+|450.0||1|False
1565|1|jackal alphus|3+|2+|3|4|4|3|4+|80.0||1|False
1567|1|clamavus|3+|3+|3|3|4|3|5+|50.0||1|False
1568|1|locus|2+|3+|4|4|4|5|5+|50.0||1|False
1569|1|sanctus|2+|2+|3|3|4|4|5+|70.0||1|False
1570|1|kelermorph|3+|2+|3|3|4|4|5+|80.0||1|False
1571|1|nexos|3+|3+|3|3|4|3|5+|50.0||1|False
1572|1|biophagus|3+|3+|3|3|4|3|5+|40.0||1|False
1573|1|achilles ridgerunner|6+|4+|5|6|8|3|4+|80.0||1-3|False
1574|1|atalan jackal|4+|4+|3|4|2|2|4+|12.0||3-7|False
1574|2|atalan leader|4+|4+|3|4|2|3|4+|12.0||1|False
1574|3|atalan wolfquad|4+|4+|3|4|4|2|4+|24.0||0-2|False
1577|1|seraptek|3+|3+|8|8|28|6|3+|600.0||1|False
1578|1|commissar severina raine|3+|3+|3|3|3|3|4+|35.0||1|False
1579|1|inquisitor eisenhorn|3+|3+|3|3|5|4|4+|85.0||1|False
1580|1|tech-priest manipulus|3+|2+|4|4|5|3|2+|80.0||1|False
1581|1|master of possession|3+|3+|4|4|5|5|3+|105.0||1|False
1583|1|lord discordant on helstalker|2+|2+|4|6|9|6|2+|175.0||1|False
1584|1|master of executions|2+|3+|4|4|5|6|3+|65.0||1|False
1586|1|venomcrawler|3+|3+|7|7|9|6|3+|105.0||1|False
1587|1|noctilith crown|-|4+|8|8|14|-|3+|100.0||1|False
1588|1|skull altar|-|-|6|8|9|-|4+/4+|50.0||1|False
1589|1|infernal enrapturess|2+|3+|4|4|4|4|5+/4+|80.0||1|False
1591|1|janus draik|3+|3+|3|3|4|3|4+|45.0||1|True
1592|1|espern locarno|5+|5+|3|3|3|2|6+|35.0||1|True
1593|1|taddeus the purifier|4+|4+|3|3|4|3|6+|55.0||1|True
1594|1|pious vorne|3+|4+|3|3|3|3|7+|30.0||1|True
1595|1|ur-025|3+|3+|5|5|4|2|3+|45.0||1|True
1596|1|rein|5+|2+|2|2|2|1|6+|||1|True
1596|2|raus|5+|2+|2|2|2|1|6+|||1|True
1597|1|dahyak grekh|3+|3+|3|3|3|3|6+|40.0||1|True
1598|1|amallyn shadowguide|3+|2+|3|3|3|2|5+|55.0||1|True
1599|1|obsidius mallex|2+|2+|4|4|5|4|3+|130.0||1|True
1600|1|rogue psyker|4+|4+|3|3|4|2|5+|35.0||1|True
1601|1|negavolt cultist|3+|4+|3|3|1|3|6+|||4|True
1602|1|chaos space marine|3+|3+|4|4|1|1|3+|||2|True
1603|1|spindle drone|3+|3+|4|4|2|2|4+|||4|True
1604|1|chaos beastman|3+|4+|4|4|1|1|5+|||4|True
1606|1|captain in phobos armour|2+|2+|4|4|6|5|3+|95.0||1|False
1607|1|librarian in phobos armour|3+|3+|4|4|5|4|3+|100.0||1|False
1608|1|lieutenant in phobos armour|2+|2+|4|4|5|4|3+|80.0||1|False
1609|1|infiltrator|3+|3+|4|4|2|2|3+|24.0||4-9|False
1609|2|infiltrator sergeant|3+|3+|4|4|2|3|3+|24.0||1|False
1610|1|suppressor|3+|3+|4|4|2|2|3+|||2|False
1610|2|suppressor sergeant|3+|3+|4|4|2|3|3+|||1|False
1611|1|eliminator|3+|2+|4|4|2|2|3+|25.0||2|False
1611|2|eliminator sergeant|3+|2+|4|4|2|3|3+|25.0||1|False
1630|1|ambull|3+|6+|6|6|7|4|3+|75.0||1|True
1631|1|borewyrm infestation|4+|6+|3|4|2|3|4+|15.0||1-2|True
1632|1|amallyn shadowguide|3+|2+|3|3|3|2|5+|55.0||1|True
1633|1|dahyak grekh|3+|3+|3|3|3|3|6+|40.0||1|True
1634|1|rein|5+|2+|2|2|2|1|6+|||1|True
1634|2|raus|5+|2+|2|2|2|1|6+|||1|True
1635|1|elucia vhane|3+|3+|3|3|4|3|4+|50.0||1|True
1636|1|voidsman|4+|3+|3|3|1|1|5+|||4|True
1636|2|voidmaster nitsch|4+|3+|3|3|2|2|5+|||1|True
1636|3|aximillion|3+|-|3|3|1|2|6+|||1|True
1637|1|larsen van der grauss|4+|4+|3|3|2|2|4+|25.0||1|True
1638|1|sanistasia minst|4+|4+|3|3|2|2|5+|20.0||1|True
1639|1|knosso prond|3+|4+|4|3|2|4|5+|30.0||1|True
1647|1|contorted epitome|2+|3+|4|5|8|8|4+/4+|160.0||1|False
1648|1|shalaxi helbane|2+|2+|6|7|22|6|5+/4+|300.0||1|False
1649|1|syll’esske|2+|3+|4|6|8|6|5+/4+|200.0||1|False
1650|1|skorpius dunerider|6+|3+|6|6|12|3|3+|95.0||1|False
1651|1|skorpius disintegrator|6+|3+|6|7|12|3|3+|145.0||1|False
1652|1|repulsor executioner|6+|3+|8|8|16|6|3+|300.0||1|False
1658|1|knight despoiler|3+|3+|8|8|24|4|3+|375.0|+20 pts if equipped with 2 daemonbreath thermal cannons, 2 despoiler battle cannons, 2 despoiler gat|1|False
1659|1|knight tyrant|4+|3+|8|8|28|4|2+|585.0||1|False
1660|1|knight desecrator|2+|3+|8|8|24|4|3+|400.0||1|False
1661|1|knight rampager|2+|3+|8|8|24|5|3+|400.0||1|False
1662|1|chaos acastus knight asterius|4+|3+|8|8|30|3|3+|750.0||1|False
1663|1|war dog moirax|3+|3+|6|7|12|4|3+|155.0||1-3|False
1664|1|acastus knight asterius|4+|3+|8|8|30|3|3+|750.0||1|False
1665|1|knight moirax|3+|3+|6|7|12|4|3+|155.0||1-3|False
1666|1|incursor|3+|3+|4|4|2|2|3+|21.0||4-9|False
1666|2|incursor sergeant|3+|3+|4|4|2|3|3+|21.0||1|False
1667|1|invictor tactical warsuit|3+|3+|7|6|13|4|3+|160.0||1|False
1668|1|impulsor|6+|3+|7|7|11|3|3+|110.0||1|False
1678|1|ancient in terminator armour|3+|3+|4|4|5|3|2+|100.0||1|False
1679|1|khan on bike|2+|2+|4|5|6|4|3+|110.0||1|False
1680|1|ares gunship|6+|2+|8|8|22|6|3+|400.0||1|False
1720|1|chaos vindicator laser destroyer|6+|3+|6|8|11|3|3+|175.0||1|False
1746|1|death guard greater blight drone|3+|3+|6|7|9|4|3+|125.0||1|False
1750|1|chaos vindicator laser destroyer|6+|3+|6|8|11|3|3+|175.0||1|False
1812|1|cultist|4+|4+|3|3|1|1|6+|||6|True
1812|2|cultist champion|4+|4+|3|3|1|2|6+|||1|True
1813|1|cultist firebrand|3+|3+|4|4|3|3|4+|35.0||1|True
1814|1|neyam shai murad|3+|4+|3|3|4|3|4+|55.0||1|True
1815|1|gotfret de montbard|3+|4+|3|3|4|4|4+|40.0||1|True
1816|1|gotfret de montbard|3+|4+|3|3|4|4|4+|40.0||1|True
1817|1|aradia madellan|3+|3+|3|3|4|3|5+|45.0||1|True
1818|1|aradia madellan|3+|3+|3|3|4|3|5+|45.0||1|True
1821|1|x-101|5+|5+|4|4|2|2|4+|25.0||1|True
1822|1|x-101|5+|5+|4|4|2|2|4+|25.0||1|True
1825|1|iron father feirros|3+|2+|4|5|7|5|2+|145.0||1|False
1990|1|valdor tank hunter|6+|4+|7|8|20|6|2+|335.0||1|False
1991|1|tor garadon|2+|2+|4|5|7|5|3+|135.0||1|False
1992|1|adrax agatone|2+|2+|4|4|6|5|2+|130.0||1|False
1993|1|da red gobbo|4+|3+|3|3|3|3|5+|30.0||1|True
1994|1|carnodon|5+|4+|7|7|12|3|3+|110.0||1|False
1995|1|tormentbringer on hellflayer|2+|3+|4|5|7|8|4+/4+|110.0||1|False
1998|1|burna boy|3+|5+|4|4|1|2|6+|10.0||5-15|False
1998|2|spanner|3+|5+|4|4|1|2|6+|10.0||0-3|False
1999|1|deffkopta|3+|5+|4|5|4|2|4+|20.0||1-5|False
2000|1|kommando|3+|5+|4|4|1|2|6+|8.0||5-15|False
2000|2|boss nob|3+|5+|5|4|2|3|6+|8.0||0-1|False
2001|1|mek|3+|5+|4|4|3|2|6+|22.0||1|False
2001|2|grot oiler|5+|4+|2|2|1|1|6+|4.0||0-1|False
2002|1|sorcerer|3+|3+|4|4|4|3|3+|80.0||1|False
2003|1|sorcerer in terminator armour|3+|3+|4|4|5|3|2+|100.0||1|False
2004|1|honour guard|3+|3+|4|4|2|2|2+|21.0||2|True
2005|1|marneus calgar|2+|2+|4|4|7|5|2+|250.0||1|True
2006|1|chief librarian tigurius|3+|3+|4|4|4|3|3+|115.0||1|True
2007|1|kayvaan shrike|2+|2+|4|4|5|5|3+|150.0||1|True
2008|1|kor’sarro khan|2+|2+|4|4|5|4|3+|90.0||1|True
2009|1|dreadnought|3+|3+|6|7|8|4|3+|60.0||1|False
2010|1|librarian in terminator armour|3+|3+|4|4|5|3|2+|100.0||1|False
2011|1|techmarine|3+|2+|4|4|4|3|2+|45.0||1|False
2012|1|venerable dreadnought|2+|2+|6|7|8|4|3+|80.0||1|False
2020|1|inquisitor|3+|3+|3|3|5|4|4+|55.0||1|False
2021|1|termagant|4+|4+|3|3|1|1|6+|4.0||10-30|False
2033|1|chaos lord|2+|2+|4|4|5|4|3+|74.0||1|False
2034|1|sorcerer|3+|3+|4|4|4|3|3+|80.0||1|False
2035|1|commissar|3+|3+|3|3|3|3|5+|15.0||1|False
2036|1|company commander|3+|3+|3|3|4|3|5+|30.0||1|False
2037|1|guardsman|4+|4+|3|3|1|1|5+|4.0||10|False
2037|2|sergeant|4+|4+|3|3|1|2|5+|4.0|||False
2037|3|heavy weapons team|4+|4+|3|3|2|2|5+|8.0|||False
2038|1|lord commissar|2+|2+|3|3|4|3|4+|30.0||1|False
2039|1|tempestus scion|4+|3+|3|3|1|1|4+|7.0||4-9|False
2039|2|tempestor|3+|3+|3|3|1|2|4+|7.0||1|False
2040|1|platoon commander|3+|3+|3|3|3|3|5+|20.0||1|False
2041|1|guardsman|4+|4+|3|3|1|1|5+|4.0||6|False
2042|1|tempestor prime|3+|3+|3|3|4|3|4+|35.0||1|False
2043|1|veteran|4+|3+|3|3|1|1|5+|5.0||9|False
2043|2|veteran sergeant|4+|3+|3|3|1|2|5+|5.0||1|False
2043|3|veteran weapons team|4+|3+|3|3|2|2|5+|10.0||0-1|False
2044|1|dreadnought|3+|3+|6|7|8|4|3+|65.0||1|False
2045|1|techmarine|3+|2+|4|4|4|3|2+|55.0||1|False
2046|1|venerable dreadnought|2+|2+|6|7|8|4|3+|85.0||1|False
2053|1|autarch|2+|2+|3|3|5|4|3+|65.0||1|False
2054|1|autarch with swooping hawk wings|2+|2+|3|3|5|4|3+|80.0||1|False
2055|1|autarch skyrunner|2+|2+|3|4|6|4|3+|95.0||1|False
2056|1|guardian|3+|3+|3|3|1|1|5+|6.0||8-24|False
2057|1|striking scorpion|3+|3+|3|3|1|2|3+|8.0||5-10|False
2057|2|striking scorpion exarch|3+|3+|3|3|2|3|3+|8.0||0-1|False
2058|1|swooping hawk|3+|3+|3|3|1|1|4+|6.0||5-10|False
2058|2|swooping hawk exarch|3+|3+|3|3|2|2|4+|6.0|||False
2059|1|warp spider|3+|3+|3|3|1|1|3+|9.0||5-10|False
2059|2|warp spider exarch|3+|3+|3|3|2|2|3+|9.0||0-1|False
2060|1|archon|2+|2+|3|3|5|5|5+|55.0||1|False
2061|1|beastmaster|3+|3+|3|3|3|3|5+|36.0||1|False
2062|1|arch-confessor kyrinov|3+|3+|3|3|5|4|5+|60.0||1|True
2063|1|triumph of saint katherine|3+|3+|3|3|18|10|3+|200.0||1|False
2064|1|junith eruita|2+|2+|3|4|7|4|3+|130.0||1|False
2065|1|repentia superior|3+|3+|3|3|4|5|3+|40.0||1|False
2066|1|zephyrim|3+|3+|3|3|1|3|3+|15.0||4-9|False
2066|2|zephyrim superior|3+|3+|3|3|1|4|3+|15.0||1|False
2067|1|mortifier|3+|3+|5|5|5|4|4+|60.0||1-4|False
2068|1|battle sanctum|-|-|-|-|-|-|-|80.0||1|False
2069|1|battle sister|4+|3+|3|3|1|1|3+|9.0||4-14|False
2069|2|sister superior|4+|3+|3|3|1|2|3+|9.0||1|False
2070|1|canoness|2+|2+|3|3|5|4|3+|45.0||1|False
2071|1|celestian|3+|3+|3|3|1|2|3+|10.0||5-10|False
2071|2|celestian superior|3+|3+|3|3|1|3|3+|10.0||0-1|False
2072|1|dominion|4+|3+|3|3|1|1|3+|10.0||4-9|False
2072|2|dominion superior|4+|3+|3|3|1|2|3+|10.0||1|False
2073|1|preacher|4+|4+|3|3|4|3|6+|30.0||1|False
2074|1|retributor|4+|3+|3|3|1|1|3+|10.0||4-9|False
2074|2|retributor superior|4+|3+|3|3|1|2|3+|10.0||1|False
2076|1|carab culln the risen|2+|2+|7|7|14|5|2+|265.0||1|False
2077|1|warbringer nemesis titan|4+|3+|8|8|100|3|2+|3800.0||1|False
2079|1|makari|4+|4+|3|3|4|2|6+|50.0||1|False
2080|1|big mek with kustom force field|3+|4+|5|5|5|3|4+|85.0||1|False
2081|1|serberys sulphurhound|4+|3+|3|4|2|2|4+|20.0||2-8|False
2081|2|serberys sulphurhound alpha|4+|3+|3|4|2|3|4+|20.0||1|False
2082|1|serberys raider|4+|3+|3|4|2|2|4+|18.0||2-8|False
2082|2|serberys raider alpha|4+|3+|3|4|2|3|4+|18.0||1|False
2083|1|pteraxii sterylizor|3+|3+|4|3|2|2|4+|19.0||4-9|False
2083|2|pteraxii sterylizor alpha|3+|3+|4|3|2|3|4+|19.0||1|False
2084|1|pteraxii skystalker|3+|3+|4|3|2|2|4+|17.0||4-9|False
2084|2|pteraxii skystalker alpha|3+|3+|4|3|2|3|4+|17.0||1|False
2085|1|archaeopter transvector|5+|3+|6|7|10|3|3+|110.0||1|False
2086|1|archaeopter stratoraptor|5+|3+|6|7|10|3|3+|180.0||1|False
2087|1|archaeopter fusilave|5+|3+|6|7|10|3|3+|150.0||1|False
2088|1|aleya|2+|2+|3|3|5|5|3+|75.0||1|False
2089|1|tacticus bunker|-|4+|8|8|20|-|3+|||1|False
2089|2|bunker annex|-|4+|8|8|12|-|3+|||3|False
2090|1|lord inquisitor kyria draxus|2+|3+|3|3|5|4|3+|85.0||1|False
2091|1|ephrael stern|2+|3+|4|3|6|5|3+|||1|True
2091|2|kyganil|2+|3+|3|3|5|4|6+|||1|True
2092|1|illuminor szeras|3+|3+|6|6|7|4|3+|145.0||1|False
2093|1|the archivist|3+|3+|5|4|6|4|3+|90.0||1|True
2094|1|casan sabius|2+|2+|4|4|6|5|2+|145.0||1|False
2098|1|judiciar|2+|3+|4|4|5|4|3+|85.0||1|False
2099|1|bladeguard veteran|3+|3+|4|4|3|3|3+|35.0||2-5|False
2099|2|bladeguard veteran sergeant|3+|3+|4|4|3|4|3+|35.0||1|False
2100|1|bladeguard ancient|3+|3+|4|4|5|4|3+|85.0||1|False
2101|1|assault intercessor|3+|3+|4|4|2|2|3+|19.0||4-9|False
2101|2|assault intercessor sergeant|3+|3+|4|4|2|3|3+|19.0||1|False
2102|1|outrider|3+|3+|4|5|4|2|3+|45.0||2|False
2102|2|outrider sergeant|3+|3+|4|5|4|3|3+|45.0||1|False
2103|1|eradicator|3+|3+|4|5|3|2|3+|45.0||2-5|False
2103|2|eradicator sergeant|3+|3+|4|5|3|3|3+|45.0||1|False
2104|1|invader atv|3+|3+|4|5|8|4|3+|80.0||1-3|False
2105|1|firestrike servo-turret|3+|2+|4|5|5|2|2+|80.0||1-3|False
2108|1|plasmancer|3+|3+|4|4|4|1|4+|65.0||1|False
2109|1|skorpekh lord|2+|2+|6|6|6|4|3+|130.0||1|False
2110|1|skorpekh destroyer|3+|3+|5|5|3|3|3+|30.0||3-6|False
2111|1|cryptothrall|4+|4+|5|5|2|3|3+|||2|False
2112|1|canoptek reanimator|4+|4+|5|5|6|4|3+|80.0||1|False
2114|1|scarab swarm|4+|-|3|3|4|4|6+|15.0||3-9|False
2115|1|canoptek doomstalker|4+|4+|6|6|12|3|3+|130.0||1|False
2116|1|lokhust heavy destroyer|3+|3+|4|5|4|2|3+|50.0||1-3|False
2163|1|captain with master-crafted heavy bolt rifle|2+|2+|4|5|7|5|3+|105.0||1|False
2173|1|lieutenant in reiver armour|2+|2+|4|4|5|4|3+|75.0||1|False
2190|1|primaris chaplain on bike|2+|3+|4|5|7|4|3+|125.0||1|False
2199|1|primaris techmarine|3+|2+|4|4|5|4|2+|80.0||1|False
2202|1|heavy intercessor|3+|3+|4|5|3|2|3+|28.0||4-9|False
2202|2|heavy intercessor sergeant|3+|3+|4|5|3|3|3+|28.0||1|False
2203|1|helbrute|3+|3+|6|7|8|5|3+|105.0||1|False
2217|1|veteran intercessor|3+|3+|4|4|2|3|3+|22.0||4-9|False
2217|2|veteran intercessor sergeant|3+|3+|4|4|2|4|3+|22.0||1|False
2234|1|relic terminator|3+|3+|4|4|3|2|2+|34.0||4-9|False
2234|2|relic terminator sergeant|3+|3+|4|4|3|3|2+|34.0||1|False
2252|1|storm speeder hailstrike|3+|3+|5|6|10|3|3+|125.0||1|False
2255|1|storm speeder thunderstrike|3+|2+|5|6|10|3|3+|150.0||1|False
2258|1|storm speeder hammerstrike|3+|3+|5|6|10|3|3+|145.0||1|False
2263|1|land speeder typhoon|3+|3+|4|6|6|2|3+|100.0||1-3|False
2266|1|predator annihilator|6+|3+|6|7|11|3|3+|115.0||1|False
2267|1|gladiator lancer|6+|3+|7|8|12|3|3+|150.0||1|False
2268|1|gladiator reaper|6+|3+|7|8|12|3|3+|180.0||1|False
2269|1|gladiator valiant|6+|3+|7|8|12|3|3+|200.0||1|False
2270|1|hammerfall bunker|-|4+|6|8|14|-|3+|175.0||1|False
2271|1|commander dante|2+|2+|4|4|6|6|2+|165.0||1|False
2272|1|gabriel seth|2+|2+|4|4|6|5|3+|145.0||1|False
2273|1|the sanguinor|2+|2+|4|4|5|5|2+|150.0||1|False
2274|1|brother corbulo|2+|2+|4|4|5|4|3+|115.0||1|False
2275|1|sanguinary priest|2+|3+|4|4|4|3|3+|90.0||1|False
2276|1|chief librarian mephiston|2+|2+|5|5|6|5|2+|140.0||1|False
2277|1|librarian dreadnought|3+|3+|6|7|8|4|3+|150.0||1|False
2278|1|astorath|2+|2+|4|4|5|4|2+|140.0||1|False
2279|1|lemartes|2+|3+|4|4|4|4|3+|120.0||1|False
2280|1|captain tycho|2+|2+|4|4|5|4|2+|95.0||1|False
2281|1|tycho the lost|2+|2+|4|4|5|4|2+|95.0||1|False
2282|1|sanguinary guard|3+|3+|4|4|2|3|2+|30.0||4-10|False
2283|1|sanguinary ancient|3+|3+|4|4|4|3|2+|110.0||1|False
2284|1|death company dreadnought|3+|3+|6|7|8|5|3+|125.0||1|False
2285|1|death company marine|3+|3+|4|4|2|2|3+|18.0||5-10|False
2286|1|death company intercessor|3+|3+|4|4|2|3|3+|20.0||5-10|False
2287|1|furioso dreadnought|3+|3+|6|7|8|4|3+|120.0||1|False
2288|1|baal predator|6+|3+|6|7|11|3|3+|110.0||1|False
2289|1|azrael|2+|2+|4|4|6|5|2+|160.0||1|False
2290|1|belial|2+|2+|4|4|6|4|2+|140.0||1|False
2291|1|sammael|2+|2+|4|5|8|4|3+|150.0||1|False
2292|1|ezekiel|2+|2+|4|4|5|3|2+|115.0||1|True
2293|1|asmodai|2+|3+|4|4|5|4|3+|130.0||1|False
2294|1|interrogator-chaplain|2+|3+|4|4|5|4|3+|85.0||1|False
2295|1|ravenwing talonmaster|2+|2+|4|6|8|3|3+|175.0||1|False
2296|1|lazarus|2+|2+|4|4|6|5|3+|110.0||1|False
2297|1|interrogator-chaplain in terminator armour|2+|3+|4|4|6|4|2+|100.0||1|False
2298|1|deathwing apothecary|3+|3+|4|4|5|3|2+|100.0||1|False
2299|1|deathwing champion|2+|3+|4|4|5|4|2+|80.0||1|False
2300|1|deathwing terminator|3+|3+|4|4|3|2|2+|33.0||4-9|False
2300|2|deathwing sergeant|3+|3+|4|4|3|3|2+|33.0||1|False
2301|1|deathwing knight|2+|2+|4|4|3|2|2+|43.0||4-9|False
2301|2|knight master|2+|2+|4|4|3|3|2+|43.0||1|False
2302|1|deathwing terminator|3+|3+|4|4|3|2|2+|35.0||1-4|False
2302|2|deathwing sergeant|3+|3+|4|4|3|3|2+|35.0||1|False
2303|1|ravenwing apothecary|3+|3+|4|5|5|3|3+|100.0||1|False
2304|1|ravenwing champion|2+|3+|4|5|5|4|3+|70.0||1|False
2305|1|ravenwing ancient|3+|3+|4|5|5|3|3+|100.0||1|False
2306|1|ravenwing black knight|3+|3+|4|5|3|2|3+|35.0||2-9|False
2306|2|ravenwing huntmaster|3+|3+|4|5|3|3|3+|35.0||1|False
2307|1|ravenwing darkshroud|3+|3+|4|6|9|3|3+|120.0||1|False
2308|1|ravenwing land speeder vengeance|3+|3+|4|6|9|3|3+|110.0||1|False
2309|1|ravenwing dark talon|6+|3+|6|6|11|3|3+|195.0||1|False
2310|1|nephilim jetfighter|6+|3+|6|6|11|3|3+|175.0||1|False
2311|1|watch master|2+|2+|4|4|6|4|2+|130.0||1|False
2312|1|watch captain artemis|2+|2+|4|4|5|4|3+|105.0||1|False
2313|1|chaplain cassius|2+|3+|4|4|4|4|3+|95.0||1|False
2314|1|codicier natorian|2+|3+|4|4|4|3|3+|100.0||1|False
2315|1|deathwatch veteran|3+|3+|4|4|2|2|3+|20.0||4-9|False
2315|2|watch sergeant|3+|3+|4|4|2|3|3+|20.0||1|False
2315|3|black shield|2+|3+|4|4|2|3|3+|25.0||0-1|False
2316|1|veteran|3+|3+|4|4|2|2|3+|||4|True
2316|2|watch sergeant|3+|3+|4|4|2|3|3+|||1|True
2316|3|terminator|3+|3+|4|4|3|2|2+|||1|True
2316|4|veteran biker|3+|3+|4|5|3|2|3+|||1|True
2316|5|vanguard veteran|3+|3+|4|4|2|2|3+|||2|True
2317|1|deathwatch terminator|3+|3+|4|4|3|2|2+|33.0||4-9|False
2317|2|deathwatch terminator sergeant|3+|3+|4|4|3|3|2+|33.0||1|False
2318|1|veteran biker|3+|3+|4|5|3|2|3+|30.0||2-5|False
2318|2|veteran biker sergeant|3+|3+|4|5|3|3|3+|30.0||1|False
2318|3|veteran attack bike|3+|3+|4|5|4|4|3+|30.0||0-1|False
2319|1|corvus blackstar|6+|3+|8|7|14|3|3+|165.0||1|False
2322|1|logan grimnar|2+|2+|4|4|7|5|2+|155.0||1|False
2323|1|njal stormcaller|2+|2+|4|4|6|3|2+|140.0||1|False
2324|1|logan grimnar on stormrider|2+|2+|4|6|14|5|2+|180.0||1|False
2325|1|bjorn the fell-handed|2+|2+|7|8|8|5|3+|175.0||1|False
2326|1|arjac rockfist|2+|2+|5|4|5|4|2+|110.0||1|False
2327|1|ulrik the slayer|2+|2+|4|4|5|4|3+|110.0||1|False
2328|1|ragnar blackmane|2+|2+|4|4|6|7|3+|120.0||1|False
2329|1|krom dragongaze|2+|2+|4|4|5|5|3+|100.0||1|False
2330|1|harald deathwolf|2+|2+|4|5|7|5|3+|130.0||1|False
2331|1|canis wolfborn|2+|5+|4|5|6|6|3+|110.0||1|False
2332|1|wolf guard battle leader in terminator armour|2+|2+|4|4|5|3|2+|85.0||1|False
2333|1|wolf lord on thunderwolf|2+|2+|4|5|7|4|3+|110.0||1|False
2334|1|wolf guard battle leader on thunderwolf|2+|2+|4|5|6|3|3+|95.0||1|False
2335|1|blood claw|3+|3+|4|4|2|1|3+|18.0||4-14|False
2335|2|blood claw pack leader|3+|3+|4|4|2|2|3+|18.0||1|False
2335|3|wolf guard pack leader|3+|3+|4|4|2|2|3+|18.0||0-1|False
2335|4|wolf guard terminator pack leader|3+|3+|4|4|3|2|2+|33.0||0-1|False
2336|1|grey hunter|3+|3+|4|4|2|1|3+|18.0||4-9|False
2336|2|grey hunter pack leader|3+|3+|4|4|2|2|3+|18.0||1|False
2336|3|wolf guard pack leader|3+|3+|4|4|2|2|3+|18.0||0-1|False
2336|4|wolf guard terminator pack leader|3+|3+|4|4|3|2|2+|33.0||0-1|False
2337|1|wolf guard|3+|3+|4|4|2|2|3+|19.0||4-9|False
2337|2|wolf guard pack leader|3+|3+|4|4|2|3|3+|19.0||1|False
